"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"159","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","71","CommentRequired: Field comments are required","Documentation","CommentRequired"
"160","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","71","CommentRequired: Field comments are required","Documentation","CommentRequired"
"161","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","71","UnusedPrivateField: Avoid unused private fields such as 'pocContactNumber'.","Best Practices","UnusedPrivateField"
"162","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","71","UnusedPrivateField: Avoid unused private fields such as 'pocContactNumber'.","Best Practices","UnusedPrivateField"
"163","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","77","MethodArgumentCouldBeFinal: Parameter 'eventId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"164","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","77","MethodArgumentCouldBeFinal: Parameter 'eventId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"165","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","81","MethodArgumentCouldBeFinal: Parameter 'eventDate' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"166","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","81","MethodArgumentCouldBeFinal: Parameter 'eventDate' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"167","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","97","MethodArgumentCouldBeFinal: Parameter 'status' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"168","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","97","MethodArgumentCouldBeFinal: Parameter 'status' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"169","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","101","MethodArgumentCouldBeFinal: Parameter 'pocId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"170","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","101","MethodArgumentCouldBeFinal: Parameter 'pocId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"171","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"172","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"173","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","8","DataClass: The class 'NotParticipatedFeedbackCollection' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=6, WMC=7)","Design","DataClass"
"174","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","8","DataClass: The class 'NotParticipatedFeedbackCollection' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=6, WMC=7)","Design","DataClass"
"175","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","10","CommentRequired: Field comments are required","Documentation","CommentRequired"
"176","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","10","CommentRequired: Field comments are required","Documentation","CommentRequired"
"177","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","12","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"178","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","12","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"179","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","12","LongVariable: Avoid excessively long variable names like notParticpatedReason","Code Style","LongVariable"
"180","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","12","LongVariable: Avoid excessively long variable names like notParticpatedReason","Code Style","LongVariable"
"181","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","12","MethodArgumentCouldBeFinal: Parameter 'email' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"182","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","12","MethodArgumentCouldBeFinal: Parameter 'email' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"183","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","12","MethodArgumentCouldBeFinal: Parameter 'eventId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"184","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","12","MethodArgumentCouldBeFinal: Parameter 'eventId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"185","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","12","MethodArgumentCouldBeFinal: Parameter 'notParticpatedReason' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"186","com.outreach.management.collections","src/main/java/com/outreach/management/collections/NotParticipatedFeedbackCollection.java","3","12","MethodArgumentCouldBeFinal: Parameter 'notParticpatedReason' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
